cluster_id	length	description	n_members	member_uniprot_accs
UniRef50_A0ABW9WH33	569	Transglycosylase SLT domain-containing protein n=1 Tax=Duganella margarita TaxID=2692170 RepID=A0ABW9WH33_9BURK	1	A0ABW9WH33
UniRef50_A0ABW9XFG6	127	Transglycosylase SLT domain-containing protein n=2 Tax=Novosphingobium ovatum TaxID=1908523 RepID=A0ABW9XFG6_9SPHN	1	A0ABW9XFG6
UniRef50_A0ABW9Y4E1	219	Transglycosylase SLT domain-containing protein n=4 Tax=Paracoccaceae TaxID=31989 RepID=A0ABW9Y4E1_9RHOB	2	A0ABW9Y4E1,A0A2S0UQN8
UniRef50_A0ABW9Y9M8	154	Peptidoglycan-binding protein n=1 Tax=Paragemmobacter ruber TaxID=1985673 RepID=A0ABW9Y9M8_9RHOB	1	A0ABW9Y9M8
UniRef50_A0ABW9YYT6	280	Transglycosylase SLT domain-containing protein n=1 Tax=Microvirga arsenatis TaxID=2692265 RepID=A0ABW9YYT6_9HYPH	1	A0ABW9YYT6
UniRef50_A0ABW9Z2L8	183	Secretion activator protein n=6 Tax=Alphaproteobacteria TaxID=28211 RepID=A0ABW9Z2L8_9HYPH	5	A0A1S8D4C1,A0ABW9Z2L8,A0A1L7AJP9,A0A512BNA7,A0A370HKQ9
UniRef50_A0ABW9ZN08	869	Transglycosylase SLT domain-containing protein n=1 Tax=Pannonibacter tanglangensis TaxID=2750084 RepID=A0ABW9ZN08_9HYPH	1	A0ABW9ZN08
UniRef50_A0ABW9ZTN2	238	Biosynthetic peptidoglycan transglycosylase n=1 Tax=Sediminibacterium roseum TaxID=1978412 RepID=A0ABW9ZTN2_9BACT	1	A0ABW9ZTN2
UniRef50_A0ABX0DBE7	1227	Phage tail tape measure protein n=2 Tax=Arthrobacter TaxID=1663 RepID=A0ABX0DBE7_9MICC	1	A0ABX0DBE7
UniRef50_A0ABX0DME2	692	Lysozyme n=3 Tax=Bacteria TaxID=2 RepID=A0ABX0DME2_9ACTN	1	A0ABX0DME2
UniRef50_A0ABX0FQL4	152	Glycoside hydrolase family 104 protein n=4 Tax=Oxalobacteraceae TaxID=75682 RepID=A0ABX0FQL4_9BURK	4	A0ABW9VQ05,A0A7X4H4Z1,A0ABX0FQL4,A0A4R5W5D9
UniRef50_A0ABX0GPH7	368	LysM peptidoglycan-binding domain-containing protein n=2 Tax=Motilibacter TaxID=1434021 RepID=A0ABX0GPH7_9ACTN	1	A0ABX0GPH7
UniRef50_A0ABX0GTF4	491	M23 family metallopeptidase n=1 Tax=Motilibacter deserti TaxID=2714956 RepID=A0ABX0GTF4_9ACTN	1	A0ABX0GTF4
UniRef50_A0ABX0GWD6	435	Membrane-bound lytic murein transglycosylase B n=2 Tax=Motilibacter TaxID=1434021 RepID=A0ABX0GWD6_9ACTN	1	A0ABX0GWD6
UniRef50_A0ABX0GWZ3	138	Transglycosylase SLT domain-containing protein n=2 Tax=Actinomycetes TaxID=1760 RepID=A0ABX0GWZ3_9ACTN	2	A0ABS1L7N3,A0ABX0GWZ3
UniRef50_A0ABX0H049	443	Penicillin-binding protein (Fragment) n=1 Tax=Motilibacter deserti TaxID=2714956 RepID=A0ABX0H049_9ACTN	1	A0ABX0H049
UniRef50_A0ABX0I4H9	193	Transglycosylase domain-containing protein n=1 Tax=Flavobacterium difficile TaxID=2709659 RepID=A0ABX0I4H9_9FLAO	1	A0ABX0I4H9
UniRef50_A0ABX0IM62	201	Glycosyl transferase family 51 domain-containing protein n=1 Tax=Flavobacterium jejuense TaxID=1544455 RepID=A0ABX0IM62_9FLAO	1	A0ABX0IM62
UniRef50_A0ABX0IPU4	187	Lysozyme n=3 Tax=Flavobacterium TaxID=237 RepID=A0ABX0IPU4_9FLAO	1	A0ABX0IPU4
UniRef50_A0ABX0IWR2	1193	DUF4280 domain-containing protein n=2 Tax=Flavobacterium TaxID=237 RepID=A0ABX0IWR2_9FLAO	1	A0ABX0IWR2
UniRef50_A0ABX0IXI3	253	Glycoside hydrolase family 104 protein n=1 Tax=Flavobacterium jejuense TaxID=1544455 RepID=A0ABX0IXI3_9FLAO	1	A0ABX0IXI3
UniRef50_A0ABX0JV06	945	Transglycosylase SLT domain-containing protein n=2 Tax=Acetobacteraceae TaxID=433 RepID=A0ABX0JV06_9PROT	1	A0ABX0JV06
UniRef50_A0ABX0K193	86	Transglycosylase SLT domain-containing protein n=2 Tax=Acetobacter conturbans TaxID=1737472 RepID=A0ABX0K193_9PROT	1	A0ABX0K193
UniRef50_A0ABX0K8U7	138	Transglycosylase SLT domain-containing protein n=2 Tax=Acetobacter TaxID=434 RepID=A0ABX0K8U7_9PROT	1	A0ABX0K8U7
UniRef50_A0ABX0L699	155	Lytic transglycosylase domain-containing protein n=4 Tax=Betaproteobacteria TaxID=28216 RepID=A0ABX0L699_9NEIS	2	A0ABX5KSR9,A0ABX0L699
UniRef50_A0ABX0L7X4	193	Lytic transglycosylase domain-containing protein n=1 Tax=Chromobacterium fluminis TaxID=3044269 RepID=A0ABX0L7X4_9NEIS	1	A0ABX0L7X4
UniRef50_A0ABX0LST4	163	Glycoside hydrolase family 104 protein n=3 Tax=Telluria group TaxID=2895353 RepID=A0ABX0LST4_9BURK	3	A0ABX0LST4,A0ABX0NWG2,A0A7X2IUQ9
UniRef50_A0ABX0M4C6	138	Lysozyme n=4 Tax=Massilia TaxID=149698 RepID=A0ABX0M4C6_9BURK	1	A0ABX0M4C6
UniRef50_A0ABX0N393	158	Lysozyme n=7 Tax=Massilia TaxID=149698 RepID=A0ABX0N393_9BURK	3	A0ABX0N393,A0ABY4AG47,A0ABX0LU98
UniRef50_A0ABX0Q1W1	509	Transglycosylase SLT domain-containing protein n=21 Tax=Rhodanobacteraceae TaxID=1775411 RepID=A0ABX0Q1W1_9GAMM	5	A0ABX0Q1W1,A0A4S3KQF5,A0A839EWM1,A0A160DUF2,A0A4R2I5B9
UniRef50_A0ABX0Q2H0	169	Transglycosylase-like protein with SLT domain n=4 Tax=Pseudomonadota TaxID=1224 RepID=A0ABX0Q2H0_9GAMM	2	T0J6N3,A0ABX0Q2H0
UniRef50_A0ABX0Q938	93	Lytic transglycosylase domain-containing protein n=1 Tax=Luteibacter jiangsuensis TaxID=637577 RepID=A0ABX0Q938_9GAMM	1	A0ABX0Q938
UniRef50_A0ABX0SED0	291	Membrane-bound lytic murein transglycosylase B n=1 Tax=Brooklawnia cerclae TaxID=349934 RepID=A0ABX0SED0_9ACTN	1	A0ABX0SED0
UniRef50_A0ABX0SFY9	1025	Tape measure domain-containing protein n=1 Tax=Brooklawnia cerclae TaxID=349934 RepID=A0ABX0SFY9_9ACTN	1	A0ABX0SFY9
UniRef50_A0ABX0SUS7	201	Transglycosylase SLT domain-containing protein n=3 Tax=Amycolatopsis TaxID=1813 RepID=A0ABX0SUS7_9PSEU	2	A0ABX0SUS7,A0ABU0F0N5
UniRef50_A0ABX0TBU7	216	Outer membrane biosynthesis protein TonB n=2 Tax=Curtobacterium TaxID=2034 RepID=A0ABX0TBU7_9MICO	1	A0ABX0TBU7
UniRef50_A0ABX0TLZ7	608	Transglycosylase SLT domain-containing protein n=8 Tax=Sphingomonas TaxID=13687 RepID=A0ABX0TLZ7_9SPHN	2	A0A494TKG1,A0ABX0TLZ7
UniRef50_A0ABX0TV05	192	Type IV secretion system protein VirB1 n=2 Tax=Sphingomonas vulcanisoli TaxID=1658060 RepID=A0ABX0TV05_9SPHN	1	A0ABX0TV05
UniRef50_A0ABX0TVM1	293	Lytic transglycosylase domain-containing protein n=8 Tax=Sphingomonas TaxID=13687 RepID=A0ABX0TVM1_9SPHN	2	A0ABX0TVM1,A0ABT8YDX1
UniRef50_A0ABX0U9T4	781	peptidoglycan glycosyltransferase n=1 Tax=Wenyingzhuangia heitensis TaxID=1487859 RepID=A0ABX0U9T4_9FLAO	1	A0ABX0U9T4
UniRef50_A0ABX0UWE1	264	Lysozyme family protein n=1 Tax=Pseudochelatococcus lubricantis TaxID=1538102 RepID=A0ABX0UWE1_9HYPH	1	A0ABX0UWE1
UniRef50_A0ABX0V359	279	Soluble lytic murein transglycosylase-like protein n=6 Tax=Pseudochelatococcus TaxID=1654719 RepID=A0ABX0V359_9HYPH	2	A0A7W5Z1Q5,A0ABX0V359
UniRef50_A0ABX0VSJ3	290	Lytic transglycosylase domain-containing protein n=2 Tax=Marivivens TaxID=1759396 RepID=A0ABX0VSJ3_9RHOB	1	A0ABX0VSJ3
UniRef50_A0ABX0VYI6	261	Transglycosylase SLT domain-containing protein n=2 Tax=Marivivens TaxID=1759396 RepID=A0ABX0VYI6_9RHOB	1	A0ABX0VYI6
UniRef50_A0ABX0WM49	180	Lytic transglycosylase domain-containing protein n=2 Tax=Rhodocyclus gracilis TaxID=2929842 RepID=A0ABX0WM49_9RHOO	1	A0ABX0WM49
UniRef50_A0ABX0XD05	368	Membrane-bound lytic murein transglycosylase D n=1 Tax=Neolewinella antarctica TaxID=442734 RepID=A0ABX0XD05_9BACT	1	A0ABX0XD05
UniRef50_A0ABX0XYH0	605	Penicillin-binding protein n=2 Tax=Planosporangium thailandense TaxID=765197 RepID=A0ABX0XYH0_9ACTN	1	A0ABX0XYH0
UniRef50_A0ABX0YDQ6	319	Lytic transglycosylase domain-containing protein n=1 Tax=Pseudomonas quercus TaxID=2722792 RepID=A0ABX0YDQ6_9PSED	1	A0ABX0YDQ6
UniRef50_A0ABX0YFK7	204	Lysozyme n=2 Tax=Pseudomonas TaxID=286 RepID=A0ABX0YFK7_9PSED	1	A0ABX0YFK7
UniRef50_A0ABX0YIY7	359	Transglycosylase SLT domain-containing protein n=3 Tax=Pseudomonas TaxID=286 RepID=A0ABX0YIY7_9PSED	1	A0ABX0YIY7
UniRef50_A0ABX0ZHJ8	1053	Phage tail tape measure protein domain-containing protein n=25 Tax=Streptomycetaceae TaxID=2062 RepID=A0ABX0ZHJ8_9ACTN	2	A0A1Y2NTD8,A0A2A2D3Y5
UniRef50_A0ABX0ZSX6	415	Transglycosylase SLT domain-containing protein n=84 Tax=Streptomycetaceae TaxID=2062 RepID=A0ABX0ZSX6_9ACTN	14	A0A238ZWM1,A0ABX0ZSX6,A0A7U3UQ32,A0ABS7Q0Z7,A0A1I2GNC6,A0A1M7DQH4,A0A9W4E8F4,A0ABU7P8D3,A0A1H5TS15,A0ABT1JAA1,A0ABW0V3F2,A0ABW8CFB3,A0A9W4GZR5,A0ABV8HER4
UniRef50_A0ABX1A853	334	Transglycosylase SLT domain-containing protein n=5 Tax=Streptomyces TaxID=1883 RepID=A0ABX1A853_9ACTN	1	A0ABX1A853
UniRef50_A0ABX1BL25	405	Uncharacterized protein (Fragment) n=1 Tax=Nonomuraea composti TaxID=2720023 RepID=A0ABX1BL25_9ACTN	1	A0ABX1BL25
UniRef50_A0ABX1D3N9	200	Lysozyme family protein n=5 Tax=Flavobacteriaceae TaxID=49546 RepID=A0ABX1D3N9_9FLAO	2	A0ABX1D3N9,A0A1I1DC77
UniRef50_A0ABX1D545	110	Peptidoglycan-binding protein LysM (Fragment) n=2 Tax=Flavobacteriaceae TaxID=49546 RepID=A0ABX1D545_9FLAO	1	A0ABX1D545
UniRef50_A0ABX1D725	140	Monofunctional biosynthetic peptidoglycan transglycosylase (Fragment) n=1 Tax=Salinimicrobium oceani TaxID=2722702 RepID=A0ABX1D725_9FLAO	1	A0ABX1D725
UniRef50_A0ABX1DP59	195	Peptidoglycan-binding protein n=1 Tax=Brucella haematophila TaxID=419474 RepID=A0ABX1DP59_9HYPH	1	A0ABX1DP59
UniRef50_A0ABX1E8U2	317	Glycoside hydrolase family 19 catalytic domain-containing protein n=2 Tax=Roseomonadaceae TaxID=3385906 RepID=A0ABX1E8U2_9PROT	1	A0ABX1E8U2
UniRef50_A0ABX1ERR6	269	Lytic transglycosylase domain-containing protein n=11 Tax=Roseomonadaceae TaxID=3385906 RepID=A0ABX1ERR6_9PROT	4	A0A1I3X718,A0A4R5QM55,A0ABX1ERR6,A0ABX1E3F0
UniRef50_A0ABX1ETD0	151	Lytic transglycosylase domain-containing protein n=1 Tax=Falsiroseomonas frigidaquae TaxID=487318 RepID=A0ABX1ETD0_9PROT	1	A0ABX1ETD0
UniRef50_A0ABX1FY84	788	Penicillin-binding protein (Fragment) n=1 Tax=Lentzea indica TaxID=2604800 RepID=A0ABX1FY84_9PSEU	1	A0ABX1FY84
UniRef50_A0ABX1GGT3	188	Peptidoglycan domain protein n=1 Tax=Spongiibacter thalassae TaxID=2721624 RepID=A0ABX1GGT3_9GAMM	1	A0ABX1GGT3
UniRef50_A0ABX1HE34	800	Penicillin-binding protein 1A n=14 Tax=Hymenobacter TaxID=89966 RepID=A0ABX1HE34_9BACT	7	A0ABX1HE34,A0ABW2U2W7,A0ABQ2AA81,A0ABY4B4S4,A0ABS0HYX5,A0ABS3QJJ2,A0ABP7QHN5
UniRef50_A0ABX1I7C1	541	L,D-transpeptidase family protein n=1 Tax=Marichromatium bheemlicum TaxID=365339 RepID=A0ABX1I7C1_9GAMM	1	A0ABX1I7C1
UniRef50_A0ABX1IBN8	212	Penicillin-binding protein 1C (Fragment) n=5 Tax=Pseudomonadota TaxID=1224 RepID=A0ABX1IBN8_9GAMM	1	A0ABX1IBN8
UniRef50_A0ABX1JJG2	161	Penicillin-binding protein (Fragment) n=1 Tax=Arthrobacter deserti TaxID=1742687 RepID=A0ABX1JJG2_9MICC	1	A0ABX1JJG2
UniRef50_A0ABX1JMY7	285	DUF348 domain-containing protein (Fragment) n=1 Tax=Arthrobacter deserti TaxID=1742687 RepID=A0ABX1JMY7_9MICC	1	A0ABX1JMY7
UniRef50_A0ABX1JNV5	184	Lytic transglycosylase domain-containing protein (Fragment) n=2 Tax=Arthrobacter TaxID=1663 RepID=A0ABX1JNV5_9MICC	1	A0ABX1JNV5
UniRef50_A0ABX1JS29	52	Transglycosylase domain-containing protein (Fragment) n=1 Tax=Arthrobacter deserti TaxID=1742687 RepID=A0ABX1JS29_9MICC	1	A0ABX1JS29
UniRef50_A0ABX1K5I0	124	Transglycosylase SLT domain-containing protein (Fragment) n=1 Tax=Cellulomonas septica TaxID=285080 RepID=A0ABX1K5I0_9CELL	1	A0ABX1K5I0
UniRef50_A0ABX1KXF1	1695	Peptidoglycan DD-metalloendopeptidase family protein n=1 Tax=Secundilactobacillus angelensis TaxID=2722706 RepID=A0ABX1KXF1_9LACO	1	A0ABX1KXF1
UniRef50_A0ABX1NNG1	435	Chitinase n=2 Tax=Betaproteobacteria TaxID=28216 RepID=A0ABX1NNG1_9RHOO	1	A0ABX1NNG1
UniRef50_A0ABX1Q2Y4	240	Transglycosylase SLT domain-containing protein n=7 Tax=Rhodocyclales TaxID=206389 RepID=A0ABX1Q2Y4_9RHOO	2	A0ABX1Q2Y4,A0ABX1NBZ0
UniRef50_A0ABX1Q389	219	Transglycosylase SLT domain-containing protein n=9 Tax=Rhodocyclales TaxID=206389 RepID=A0ABX1Q389_9RHOO	2	A0ABX1MKB9,A0ABX1Q389
UniRef50_A0ABX1Q3S4	435	Chitinase n=5 Tax=Betaproteobacteria TaxID=28216 RepID=A0ABX1Q3S4_9RHOO	1	A0ABX1Q3S4
UniRef50_A0ABX1QBG8	707	Uncharacterized protein n=9 Tax=Rhodocyclales TaxID=206389 RepID=A0ABX1QBG8_9RHOO	3	A0ABS9K2Y3,A0ABX7M5N9,A0ABX1QBG8
UniRef50_A0ABX1RUF6	111	Transglycosylase family protein (Fragment) n=2 Tax=Pseudonocardia TaxID=1847 RepID=A0ABX1RUF6_9PSEU	2	A0ABX1SGE3,A0ABX1RUF6
UniRef50_A0ABX1SBF8	1103	Transglycosylase SLT domain-containing protein n=1 Tax=Pseudonocardia acidicola TaxID=2724939 RepID=A0ABX1SBF8_9PSEU	1	A0ABX1SBF8
UniRef50_A0ABX1SI39	1101	Uncharacterized protein n=1 Tax=Pseudonocardia acidicola TaxID=2724939 RepID=A0ABX1SI39_9PSEU	1	A0ABX1SI39
UniRef50_A0ABX1SJP7	312	Transglycosylase SLT domain-containing protein (Fragment) n=2 Tax=Pseudonocardia acidicola TaxID=2724939 RepID=A0ABX1SJP7_9PSEU	1	A0ABX1SJP7
UniRef50_A0ABX1SMM8	373	Resuscitation-promoting factor core lysozyme-like domain-containing protein n=1 Tax=Pseudonocardia acidicola TaxID=2724939 RepID=A0ABX1SMM8_9PSEU	1	A0ABX1SMM8
UniRef50_A0ABX1SXS7	188	Lytic transglycosylase domain-containing protein (Fragment) n=1 Tax=Staphylococcus capitis TaxID=29388 RepID=A0ABX1SXS7_STACP	1	A0ABX1SXS7
UniRef50_A0ABX1THM6	256	TtsA-like Glycoside hydrolase family 108 domain-containing protein n=1 Tax=Candidatus Competibacter phosphatis TaxID=221280 RepID=A0ABX1THM6_9GAMM	1	A0ABX1THM6
UniRef50_A0ABX1TL11	523	LysM peptidoglycan-binding domain-containing protein n=1 Tax=Candidatus Competibacter phosphatis TaxID=221280 RepID=A0ABX1TL11_9GAMM	1	A0ABX1TL11
UniRef50_A0ABX1TMH5	196	Transglycosylase SLT domain-containing protein n=7 Tax=Pseudomonadota TaxID=1224 RepID=A0ABX1TMH5_9GAMM	3	A0A7U7J5F1,W6M3N0,A0ABX1TMH5
UniRef50_A0ABX1TNS5	874	Transglycosylase SLT domain-containing protein n=1 Tax=Candidatus Competibacter phosphatis TaxID=221280 RepID=A0ABX1TNS5_9GAMM	1	A0ABX1TNS5
UniRef50_A0ABX1TP05	122	Lytic transglycosylase domain-containing protein n=1 Tax=Candidatus Competibacter phosphatis TaxID=221280 RepID=A0ABX1TP05_9GAMM	1	A0ABX1TP05
UniRef50_A0ABX1TQH3	314	Lytic transglycosylase n=3 Tax=Candidatus Competibacteraceae TaxID=1400857 RepID=A0ABX1TQH3_9GAMM	3	A0A7U7GFK0,A0ABX1TQH3,W6M3A5
UniRef50_A0ABX1WE58	238	Glycosyl transferase family 51 domain-containing protein n=4 Tax=Ruegeria TaxID=97050 RepID=A0ABX1WE58_9RHOB	1	A0ABX1WE58
UniRef50_A0ABX1WSX7	203	Peptidoglycan domain protein n=2 Tax=Marinifilum TaxID=866673 RepID=A0ABX1WSX7_9BACT	1	A0ABX1WSX7
UniRef50_A0ABX1YFJ9	1814	RHS repeat protein n=2 Tax=Paenibacillus TaxID=44249 RepID=A0ABX1YFJ9_9BACL	1	A0ABX1YFJ9
UniRef50_A0ABX2AKJ1	156	Lytic transglycosylase domain-containing protein (Fragment) n=2 Tax=Bacteria TaxID=2 RepID=A0ABX2AKJ1_9PROT	1	A0ABX2AKJ1
UniRef50_A0ABX2CAU1	1504	Transglycosylase SLT domain-containing protein n=1 Tax=Bradyrhizobium aeschynomenes TaxID=2734909 RepID=A0ABX2CAU1_9BRAD	1	A0ABX2CAU1
UniRef50_A0ABX2CQA4	428	Lysozyme n=86 Tax=Oscillatoriales TaxID=1150 RepID=A0ABX2CQA4_9CYAN	2	A0ABX2CQA4,K9VAZ1
UniRef50_A0ABX2CWA0	352	Lysozyme n=128 Tax=Oscillatoriales TaxID=1150 RepID=A0ABX2CWA0_9CYAN	3	A0ABU8YUC8,K9VJ24,A0ABX2CWA0
UniRef50_A0ABX2D5Z2	193	Lysozyme n=5 Tax=Cyanophyceae TaxID=3028117 RepID=A0ABX2D5Z2_9CYAN	1	A0ABX2D5Z2
UniRef50_A0ABX2DAC1	135	Lysozyme n=3 Tax=Microcoleus TaxID=44471 RepID=A0ABX2DAC1_9CYAN	1	A0ABX2DAC1
UniRef50_A0ABX2EAH8	846	peptidoglycan glycosyltransferase n=5 Tax=Burkholderiales TaxID=80840 RepID=A0ABX2EAH8_9BURK	1	A0ABX2EAH8
UniRef50_A0ABX2EF71	190	Lytic transglycosylase domain-containing protein n=5 Tax=Burkholderiales TaxID=80840 RepID=A0ABX2EF71_9BURK	1	A0ABX2EF71
UniRef50_A0ABX2EGS9	357	Transglycosylase SLT domain-containing protein n=1 Tax=Pseudaquabacterium terrae TaxID=2732868 RepID=A0ABX2EGS9_9BURK	1	A0ABX2EGS9
UniRef50_A0ABX2EGT5	273	Transglycosylase SLT domain-containing protein n=1 Tax=Pseudaquabacterium terrae TaxID=2732868 RepID=A0ABX2EGT5_9BURK	1	A0ABX2EGT5
UniRef50_A0ABX2EHR4	755	M23 family metallopeptidase n=1 Tax=Pseudaquabacterium terrae TaxID=2732868 RepID=A0ABX2EHR4_9BURK	1	A0ABX2EHR4
UniRef50_A0ABX2EUM8	182	Transglycosylase domain-containing protein n=1 Tax=Pseudaquabacterium terrae TaxID=2732868 RepID=A0ABX2EUM8_9BURK	1	A0ABX2EUM8
UniRef50_A0ABX2EUW4	250	Lytic transglycosylase domain-containing protein n=2 Tax=Pseudaquabacterium terrae TaxID=2732868 RepID=A0ABX2EUW4_9BURK	1	A0ABX2EUW4
UniRef50_A0ABX2I200	399	Peptidase C39-like domain-containing protein n=22 Tax=Anaerostipes TaxID=207244 RepID=A0ABX2I200_ANAHA	6	A0A173UCN1,A0A174NJW2,A0A6N2UDC9,A0A4P8IID1,A0AAQ3GR12,A0ABX2I200
UniRef50_A0ABX2IFS7	717	Uncharacterized protein n=1 Tax=Uliginosibacterium aquaticum TaxID=2731212 RepID=A0ABX2IFS7_9RHOO	1	A0ABX2IFS7
UniRef50_A0ABX2IG81	650	Lytic transglycosylase domain-containing protein n=11 Tax=Rhodocyclales TaxID=206389 RepID=A0ABX2IG81_9RHOO	5	A0ABU6K2R1,A0ABU9YU07,A0ABV2TPF8,A0ABP9QTE5,A0ABX2IG81
UniRef50_A0ABX2IM84	672	Lytic transglycosylase domain-containing protein n=4 Tax=Rhodobacterales TaxID=204455 RepID=A0ABX2IM84_9RHOB	1	A0ABX2IM84
UniRef50_A0ABX2IV48	259	Lytic transglycosylase domain-containing protein n=2 Tax=Roseobacteraceae TaxID=2854170 RepID=A0ABX2IV48_9RHOB	1	A0ABX2IV48
UniRef50_A0ABX2KHP1	225	Transglycosylase SLT domain-containing protein n=1 Tax=Azospirillum melinis TaxID=328839 RepID=A0ABX2KHP1_9PROT	1	A0ABX2KHP1
UniRef50_A0ABX2KQ59	184	Peptidoglycan domain protein n=22 Tax=Azospirillaceae TaxID=2829815 RepID=A0ABX2KQ59_9PROT	8	A0A5A9GF45,A0ABU0MVC9,A0A1X7HSW2,A0ABU0MT14,A0A5A9GF14,A0ABU0MNR5,A0A1X7HBE8,A0ABX2KQ59
UniRef50_A0ABX2MZI4	275	Transglycosylase SLT domain-containing protein n=57 Tax=Pseudomonadota TaxID=1224 RepID=A0ABX2MZI4_9SPHN	10	A0A6H2DH65,A0ABQ1FH66,A0ABQ1IUK6,A0ABX2MZI4,A0ABX7T3S1,A0A2V3V8C1,A0A6J4U6A8,A0A7V8RD82,A0ABN1A3W3,A0ABN5B4V6
UniRef50_A0ABX2P9N0	188	Lytic transglycosylase domain-containing protein n=1 Tax=Asaia spathodeae TaxID=657016 RepID=A0ABX2P9N0_9PROT	1	A0ABX2P9N0
UniRef50_A0ABX2PAM0	190	Lytic transglycosylase domain-containing protein n=2 Tax=Asaia spathodeae TaxID=657016 RepID=A0ABX2PAM0_9PROT	1	A0ABX2PAM0
UniRef50_A0ABX2Q7N6	269	Lytic transglycosylase domain-containing protein (Fragment) n=1 Tax=Hymenobacter terrestris TaxID=2748310 RepID=A0ABX2Q7N6_9BACT	1	A0ABX2Q7N6
UniRef50_A0ABX2R7I9	599	Murein DD-endopeptidase MepM/ murein hydrolase activator NlpD n=1 Tax=Carboxydothermus ferrireducens DSM 11255 TaxID=1119529 RepID=A0ABX2R7I9_9THEO	1	A0ABX2R7I9
UniRef50_A0ABX2SF94	251	Membrane-bound lytic murein transglycosylase B n=7 Tax=Nocardioidaceae TaxID=85015 RepID=A0ABX2SF94_9ACTN	2	A0A8I0FXS9,A0ABX2SF94
UniRef50_A0ABX2T118	802	LysM peptidoglycan-binding domain-containing protein n=1 Tax=Gemelliphila palaticanis TaxID=81950 RepID=A0ABX2T118_9BACL	1	A0ABX2T118
UniRef50_A0ABX2TAA1	312	Transglycosylase SLT domain-containing protein n=5 Tax=Azospirillum TaxID=191 RepID=A0ABX2TAA1_9PROT	1	A0ABX2TAA1
UniRef50_A0ABX2TDA4	226	Glycoside hydrolase family 19 protein n=1 Tax=Azospirillum oleiclasticum TaxID=2735135 RepID=A0ABX2TDA4_9PROT	1	A0ABX2TDA4
UniRef50_A0ABX2TK54	299	Transglycosylase SLT domain-containing protein n=1 Tax=Azospirillum oleiclasticum TaxID=2735135 RepID=A0ABX2TK54_9PROT	1	A0ABX2TK54
UniRef50_A0ABX2W5H1	436	TtsA-like Glycoside hydrolase family 108 domain-containing protein n=28 Tax=Gammaproteobacteria TaxID=1236 RepID=A0ABX2W5H1_9ENTR	4	A0A7T2SR21,A0ABX2W5H1,A0ABT8PPE8,A0A4R3MZH3
UniRef50_A0ABX2W8T3	392	Membrane-bound lytic murein transglycosylase D n=7 Tax=Gammaproteobacteria TaxID=1236 RepID=A0ABX2W8T3_9ENTR	1	A0ABX2W8T3
UniRef50_A0ABX2WBD6	390	Lysozyme n=5 Tax=Enterobacterales TaxID=91347 RepID=A0ABX2WBD6_9ENTR	1	A0ABX2WBD6
UniRef50_A0ABX3A1R8	210	Transglycosylase SLT domain-containing protein n=10 Tax=Gammaproteobacteria TaxID=1236 RepID=A0ABX3A1R8_9GAMM	4	A0ABX3A1R8,A0A1T1HGF6,A0A839IK20,A0A1V4T8B3
UniRef50_A0ABX3A5D0	220	Penicillin-binding protein 1B n=2 Tax=Piscirickettsia TaxID=1237 RepID=A0ABX3A5D0_9GAMM	1	A0ABX3A5D0
UniRef50_A0ABX3A5Y2	542	Penicillin-insensitive transglycosylase n=2 Tax=Piscirickettsia TaxID=1237 RepID=A0ABX3A5Y2_9GAMM	1	A0ABX3A5Y2
UniRef50_A0ABX3BYA7	464	Chitinase n=2 Tax=Mycobacteroides TaxID=670516 RepID=A0ABX3BYA7_9MYCO	1	A0ABX3BYA7
UniRef50_A0ABX3C0T4	275	Transglycosylase SLT domain-containing protein n=29 Tax=Mycobacteroides TaxID=670516 RepID=A0ABX3C0T4_9MYCO	10	A0AB38DFG0,A0ABX3C0T4,A0A1U0KM17,A0AB74FAI9,A0AB33TAW9,X8DQ63,A0A0U1BVV3,A0A1X0IQX0,A0A9Q7SA63,A0ABR5LIU0
UniRef50_A0ABX3GDV6	164	peptidoglycan glycosyltransferase (Fragment) n=2 Tax=Paenibacillus odorifer TaxID=189426 RepID=A0ABX3GDV6_9BACL	1	A0ABX3GDV6
UniRef50_A0ABX3GQR4	118	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain-containing protein n=13 Tax=Bacillota TaxID=1239 RepID=A0ABX3GQR4_9BACL	1	A0ABX3GQR4
UniRef50_A0ABX3H529	300	RHS repeat-associated core domain-containing protein (Fragment) n=1 Tax=Paenibacillus borealis TaxID=160799 RepID=A0ABX3H529_PAEBO	1	A0ABX3H529
UniRef50_A0ABX3HV64	126	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain-containing protein n=24 Tax=Paenibacillaceae TaxID=186822 RepID=A0ABX3HV64_9BACL	3	A0ABX3HV64,A0ABT4H0Y5,A0ABN0Y494
UniRef50_A0ABX3KYG3	498	LysM domain-containing protein n=12 Tax=Pasteurellaceae TaxID=712 RepID=A0ABX3KYG3_9PAST	3	A0ABP2NWW7,A0ABX3KYG3,A0AAW5LF35
UniRef50_A0ABX3MHS8	246	Uncharacterized protein n=2 Tax=Thioclava TaxID=285107 RepID=A0ABX3MHS8_9RHOB	1	A0ABX3MHS8
